Station,Sediment sample,Latitude Degrees,Latitude Minutes,Latitude Seconds,North/South,Longitude Degrees,Longitude Minutes,Longitude Seconds,East/West,Decimal_Longitude,Decimal_Latitude,Location,FAOarea,Water body,Sea Area,Place,Date,Gear,Depth (fathoms),Bottom water temperature (C) ,Bottom temp (F),Bottom water depth D (fathoms),Specific Gravity at bottom,Surface temp (C),Surface temp (F),Specific Gravity at surface,Temp (F) at 10 Fathoms,Temp (F) at 20 Fathoms,Temp (F) at 25 Fathoms,Temp (F) at 30 Fathoms,Temp (F) at 40 Fathoms,Temp (F) at 50 Fathoms,Temp (F) at 60 Fathoms,Temp (F) at 70 Fathoms,Temp (F) at 75 Fathoms,Temp (F) at 80 Fathoms,Temp (F) at 90 Fathoms,Temp (F) at 100 Fathoms,Temp (F) at 110 Fathoms,Temp (F) at 120 Fathoms,Temp (F) at 125 Fathoms,Temp (F) at 130 Fathoms,Temp (F) at 140 Fathoms,Temp (F) at 150 Fathoms,Temp (F) at 160 Fathoms,Temp (F) at 170 Fathoms,Temp (F) at 175 Fathoms,Temp (F) at 180 Fathoms,Temp (F) at 190 Fathoms,Temp (F) at 200 Fathoms,Temp (F) at 225 Fathoms,Temp (F) at 250 Fathoms,Temp (F) at 275 Fathoms,Temp (F) at 300 Fathoms,Temp (F) at 400 Fathoms,Temp (F) at 500 Fathoms,Temp (F) at 600 Fathoms,Temp (F) at 700 Fathoms,Temp (F) at 800 Fathoms,Temp (F) at 900 Fathoms,Temp (F) at 1000 Fathoms,Temp (F) at 1100 Fathoms,Temp (F) at 1200 Fathoms,Temp (F) at 1300 Fathoms,Temp (F) at 1330 Fathoms,Temp (F) at 1400 Fathoms,Temp (F) at 1450 Fathoms,Temp (F) at 1500 Fathoms,Temp (F) at 1530 Fathoms,Temp (F) at 1580 Fathoms,Temp (F) at 1600 Fathoms,Temp (F) at 1650 Fathoms,Temp (F) at 1700 Fathoms,Temp (F) at 1725 Fathoms,Temp (F) at 1730 Fathoms,Temp (F) at 1775 Fathoms,Temp (F) at 1780 Fathoms,Temp (F) at 1800 Fathoms,Temp (F) at 1825 Fathoms,Temp (F) at 1850 Fathoms,Temp (F) at 1900 Fathoms,Temp (F) at 1915 Fathoms,Temp (F) at 1980 Fathoms,Temp (F) at 2000 Fathoms,Temp (F) at 2025 Fathoms,Temp (F) at 2100 Fathoms,Temp (F) at 2125Fathoms,Temp (F) at 2180 Fathoms,Temp (F) at 2200 Fathoms,Temp (F) at 2225 Fathoms,Temp (F) at 2270 Fathoms,Temp (F) at 2300 Fathoms,Temp (F) at 2325 Fathoms,Temp (F) at 2400 Fathoms,Temp (F) at 2425 Fathoms,Temp (F) at 2400 Fathoms,Temp (F) at 2500 Fathoms,Temp (F) at 2525 Fathoms,Temp (F) at 2600 Fathoms,Temp (F) at 2625 Fathoms,Temp (F) at 2650 Fathoms,Temp (F) at 2675 Fathoms,Temp (F) at 2700 Fathoms,Temp (F) at 2775 Fathoms,Temp (F) at 2800 Fathoms,Temp (F) at 2900 Fathoms,
227,Red clay,17,29,0,N,141,21,0,E,141.35,17.48,West of Marianas Islands,71,Western Central Pacific Ocean,,Marianas Islands,27/03/1875,,2475,1.78,35.20,,,26.22,79.20,,79,78.8,,78.6,78.4,78.2,78,77.6,,76.5,75,73.3,71.5,70,,68.3,66.7,65.2,63.5,62,,60.4,58.8,57,,,,46.2,42,40.3,39,38.3,37.8,37.3,36.8,36.3,35.9,35.5,,35.2,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Red clay,19,24,0,N,141,13,0,E,141.22,19.40,West of Marianas Islands,71,Western Central Pacific Ocean,,Marianas Islands,29/03/1875,,2450,1.94,35.50,,,26.78,80.20,1.02281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Red clay,22,1,0,N,140,27,0,E,140.45,22.02,North-west of Marianas Islands,61,Northwest Pacific Ocean,,Marianas Islands,01/04/1875,Trawl,2500,1.94,35.50,,,25.83,78.50,1.02341,,,75.7,,,73.3,,,71,,,69,,,66.9,,,64.8,,,62.5,,,60.4,58.3,56.2,54.1,52,44.2,40.3,38.5,37.7,37.2,36.7,36.3,36.3,35.8,35.3,,35.2,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Red clay,26,29,0,N,137,57,0,E,137.95,26.48,Off west of Bonin Isands,61,Northwest Pacific Ocean,,Japan,05/04/1875,Trawl,2425,1.94,35.50,,,20.28,68.50,1.02489,,,67,,,66,,,65,,,63.9,,,62.8,,,61.7,,,60.7,,,59.7,58.2,56,53.3,50.5,43,39.7,38,37.2,36.7,36.3,35.9,35.5,35.5,35.5,,35.5,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Blue mud,31,8,0,N,137,8,0,E,137.13,31.13,South of Japan,61,Northwest Pacific Ocean,,Japan,09/04/1875,,2250,1.78,35.20,2250,1.02785,17.78,64.00,1.62488,63.2,62.4,,61.6,60.8,59.9,59.1,58.3,,57.5,56.6,55.8,,,53.4,,,51.2,,,49.2,,,47,45,43,41.8,40.7,38.2,37.3,37,36.7,36.4,36.2,36,35.8,35.6,35.4,,35.2,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Green mud,35,11,0,N,139,28,0,E,139.47,35.18,"Sagami-wan (bay), Japan",61,Northwest Pacific Ocean,,Japan,12/05/1875,Dredge & Trawl,345,5.06,41.10,,,17.89,64.20,1.02485,,,62.8,,,58.8,,,55.4,,,53,,,51.4,,,50,,,48.7,,,47.4,46.1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Blue mud,34,39,0,N,135,14,0,E,135.23,34.65,"Isumi-nada (gulf), Japan",61,Northwest Pacific Ocean,,Japan,17/05/1875,Dredge,8,,,,,16.83,62.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233A,Sand,34,38,0,N,135,1,0,E,135.02,34.63,"Isumi-nada (gulf), Japan",61,Northwest Pacific Ocean,,Japan,19/05/1875,Dredge,50,,,,,17.00,62.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233B,Blue mud,34,18,0,N,133,35,0,E,133.58,34.30,"Bingo-nada (gulf), Japan",61,Northwest Pacific Ocean,,Japan,26/05/1875,Trawl,15,,,,,19.06,66.30,1.02279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233C,Blue mud,34,18,0,N,133,21,0,E,133.35,34.30,"Bingo-nada (gulf), Japan",61,Northwest Pacific Ocean,,Japan,28/05/1875,Trawl,12,15.50,59.90,,,19.33,66.80,,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Blue mud,32,31,0,N,135,39,0,E,135.65,32.52,"Off Osaka, South of Japan",61,Northwest Pacific Ocean,,Japan,03/06/1875,,2675,2.11,35.80,,,20.83,69.50,1.0241,,,66.8,,,63,,,60,,,57,,,54.3,,,52,,,49.7,,,48,46.2,44.9,43.5,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Green mud,34,7,0,N,138,0,0,E,138.00,34.12,"Off Nagoya, South of Japan",61,Northwest Pacific Ocean,,Japan,04/06/1875,Trawl,565,3.39,38.10,565,1.02753,22.78,73.00,,,,71.2,,,66.4,,,63.5,,,60.5,,,57.7,,,54.7,,,51.5,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Green mud,34,58,0,N,139,29,0,E,139.48,34.97,"Sagami-nada (gulf), Japan",61,Northwest Pacific Ocean,,Japan,05/06/1875,Trawl,775,3.11,37.60,775,1.02742,19.17,66.50,1.02472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236A,Green mud,34,59,0,N,139,31,0,E,139.52,34.98,"Sagami-nada (gulf), Japan",61,Northwest Pacific Ocean,,Japan,05/06/1875,Trawl,420,3.11,37.60,775,,19.17,66.50,,,,,,,,,,,,,57.2,,,,,,,,,,,,200,,,,44.9,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Blue mud,34,37,0,N,140,32,0,E,140.53,34.62,"Off Tokyo, South of Japan",61,Northwest Pacific Ocean,,Japan,17/06/1875,Trawl,1875,1.83,35.30,1875,1.02761,22.78,73.00,1.02385,73.4,72,,70.5,69,67.5,66.1,65,,64,63.2,62.4,,,59.8,,,57,,,54.5,,,52,50,48,46,44.1,40.8,38.8,37.7,37,36.6,36.4,36.2,36,35.8,35.6,,35.4,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Red clay,35,18,0,N,144,8,0,E,144.13,35.30,East of Japan,61,Northwest Pacific Ocean,,Japan,18/06/1875,,3850,1.67,35.00,3950,1.02764,21.39,70.50,,69.6,68.7,,67.8,66.9,66,65.1,64.2,,63.3,62.4,61.5,,,59.3,,,57,,,54.9,,,52.7,50.7,48.8,47.1,45.9,42.2,39.7,38.3,37.5,37,36.6,36.4,36.2,36,35.7,,35.5,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Red clay,35,18,0,N,147,9,0,E,147.15,35.30,Middle of Northwest Pacific,61,Northwest Pacific Ocean,,,19/06/1875,,3625,1.72,35.10,3625,1.02778,21.22,70.20,1.02436,,,68.1,,,64.1,,,63.4,,,62.3,,,60.8,,,59.1,,,57.1,,,55.1,53.2,51.3,49.5,47.7,41.6,39,38.1,37.7,37.4,37.1,36.9,36.7,36.4,36.1,,35.9,,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Red clay,35,20,0,N,153,39,0,E,153.65,35.33,Middle of Northwest Pacific,61,Northwest Pacific Ocean,,,21/06/1875,Trawl,2900,1.61,34.90,,,18.22,64.80,1.02493,61.5,58.5,,56,54.2,52.4,51,49.6,,48.3,47,45.8,,,43.2,42.8,,41.4,,,40.6,,,40.2,40.1,40,40,39.6,38.2,37.4,36.9,36.4,36.3,36.2,36,35.9,35.7,35.5,,35.3,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Red clay,35,41,0,N,157,42,0,E,157.70,35.68,Middle of Northwest Pacific,61,Northwest Pacific Ocean,,,23/06/1875,Trawl,2300,1.72,35.10,2300,1.02764,20.67,69.20,1.02447,,,64.7,,,62.5,,,60.8,,,59.3,,,57.5,,,55.5,,,53.1,,,50.7,48.7,46.3,44,42.4,39.8,38.4,37.7,37.2,36.9,36.6,36.3,36,35.7,35.4,,35.1,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Red clay,35,29,0,N,161,52,0,E,161.87,35.48,Middle of Northwest Pacific,61,Northwest Pacific Ocean,,,24/06/1875,,2575,1.72,35.10,2575,1.02766,20.28,68.50,1.02473,,,62.9,,,60.7,,,58.3,,,56,,,54.1,,,52.2,,,50.3,,,48.3,46.4,44.4,42.8,41.6,39.6,38.2,37.4,36.9,36.5,36.3,36.1,35.9,35.8,35.7,,35.5,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Red clay,35,24,0,N,166,35,0,E,166.58,35.40,Middle of Northwest Pacific,61,Northwest Pacific Ocean,,,26/06/1875,Trawl,2800,1.67,35.00,,,21.67,71.00,1.02407,70.3,65.6,,63.9,,60.4,,,59.3,,,58.3,,,57.2,,,56.2,,,55.1,,,53.5,52,49.6,47.2,45,40.5,39.1,38.1,37.2,36.6,36.1,35.9,35.8,35.7,35.5,,35.4,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Red clay,35,22,0,N,169,53,0,E,169.88,35.37,Middle of Northwest Pacific,61,Northwest Pacific Ocean,,,28/06/1875,Trawl,2900,1.83,35.30,2900,1.02777,21.39,70.50,1.02419,,,61,,,59.2,,,57.6,,,56.2,,,54.9,,,53.3,,,51.7,,,49.8,48,46,44.3,43.1,40.4,38.9,38,37.4,36.9,36.4,36,35.7,35.5,35.3,,35.3,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Red clay,36,23,0,N,174,31,0,E,174.52,36.38,Middle of Northwest Pacific,61,Northwest Pacific Ocean,,,30/06/1875,,2775,1.61,34.90,2775,1.0276,20.56,69.00,1.02433,62.6,60.8,,59.3,58.3,57.5,,,56.4,,,55.6,,,54.5,,,52.9,,,51,,,48.8,46.2,44.2,43,42,40.2,38.8,37.6,36.8,36.4,36.1,35.9,35.7,35.5,35.3,,35.1,,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Globigerina ooze,36,10,0,N,178,0,0,E,178.00,36.17,Middle of Northwest Pacific,61,Northwest Pacific Ocean,,,02/07/1875,Trawl,2050,1.72,35.10,2050,1.02778,22.78,73.00,1.02382,67,63,,60.4,59,58.4,,,57.8,,,57,,,56.2,,,55.3,,,54.2,,,53,52,50.4,48.9,46.9,41.8,39.7,38.3,37.4,37,36.7,36.4,36.1,35.9,35.6,,35.3,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Red clay,35,49,0,N,179,57,0,W,-179.95,35.82,Middle of Northwest Pacific,61,Northwest Pacific Ocean,,,03/07/1875,,2530,1.78,35.20,2530,1.02774,22.78,73.00,1.02389,,,63.8,,,58.4,,,56,,,54.8,,,54.1,,,53.5,,,52.5,,,50.5,48.7,46.9,45,43.5,40.7,39.1,38.2,37.7,37.2,36.9,36.6,36.2,35.9,35.6,,35.3,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Red clay,37,41,0,N,177,4,0,W,-177.07,37.68,Middle of Northwest Pacific,61,Northwest Pacific Ocean,,,05/07/1875,Trawl,2900,1.72,35.10,,,20.67,69.20,1.02445,62.9,60,,57.5,55.5,54.5,,,53,,,51.6,,,50.2,,,49,,,47.8,,,46.5,45.2,44,43,42,39.6,38,37.1,36.5,36.2,36,35.8,35.6,35.4,35.2,,35.1,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Red clay,37,59,0,N,171,48,0,W,-171.80,37.98,Middle of Northeast Pacific,77,Eastern Central Pacific Ocean,,,07/07/1875,,3000,1.78,35.20,3000,1.02748,18.44,65.20,1.02472,,,57.2,,,54.8,,,53.3,,,52.3,,,51.6,,,51.1,,,49.8,,,48,46.4,45,43.7,42.7,40.1,38.5,37.7,37,36.5,36.2,35.9,35.6,35.3,35.2,,35.2,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Red clay,37,49,0,N,166,47,0,W,-166.78,37.82,Middle of Northeast Pacific,77,Eastern Central Pacific Ocean,,,09/07/1875,Trawl,3050,1.67,35.00,3050,1.02774,18.33,65.00,,,,58.5,,,55,,,54,,,53,,,52,,,51,,,50.1,,,49.1,48.1,47.1,46.2,45.3,42.6,40,38.5,37.6,36.9,36.4,36.2,36,35.8,35.6,,35.4,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Red clay,37,37,0,N,163,26,0,W,-163.43,37.62,Middle of Northeast Pacific,77,Eastern Central Pacific Ocean,,,10/07/1875,,2950,1.72,35.10,2950,1.02778,18.33,65.00,,,,58.2,,,55.2,,,53.5,,,52.5,,,51.5,,,50.5,,,49.4,,,48.2,46.9,45.4,43.7,42.8,40,38.5,37.6,37,36.8,36.6,36.3,36.1,35.9,35.6,,35.3,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Red clay,37,52,0,N,160,17,0,W,-160.28,37.87,Middle of Northeast Pacific,77,Eastern Central Pacific Ocean,,,12/07/1875,Trawl,2740,1.83,35.30,2740,1.02773,18.33,65.00,1.0247,,,55.6,,,54,,,52.5,,,51.1,,,49.9,,,48.7,,,47.4,,,46.1,45,44,43.1,42.3,39.8,38.3,37.3,36.7,36.2,35.9,35.8,35.6,35.5,35.4,,35.4,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Red clay,38,9,0,N,156,25,0,W,-156.42,38.15,Middle of Northeast Pacific,77,Eastern Central Pacific Ocean,,,14/07/1875,Dredge,3125,1.72,35.10,3125,1.02775,19.83,67.70,1.02434,,,58.8,,,53.4,,,51.3,,,50.4,,,49.6,,,49.1,,,48.2,,,46.9,44.8,43,41.5,40.8,39.2,38.3,37.6,36.9,36.4,36.2,36,35.8,35.7,35.5,,35.3,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Red clay,35,13,0,N,154,43,0,W,-154.72,35.22,Middle of Northeast Pacific,77,Eastern Central Pacific Ocean,,,17/07/1875,Trawl,3025,1.67,35.00,3025,1.02739,22.22,72.00,1.02401,,,62.2,,,57,,,53.9,,,52,,,50.5,,,49.3,,,48,,,46.8,45.9,45,44.1,43.3,40.6,38.8,37.7,37,36.5,36.2,36,35.8,35.6,35.4,,35.2,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Red clay,32,28,0,N,154,33,0,W,-154.55,32.47,Middle of Northeast Pacific,77,Eastern Central Pacific Ocean,,,19/07/1875,,2550,1.67,35.00,2850,1.02775,23.33,74.00,,,,62.5,,,60.3,,,57.6,,,55.4,,,53.3,,,51.4,,,49.8,,,47.9,46.6,45,43.5,42.4,39.2,38.1,37.4,36.8,36.4,36.1,35.8,35.6,35.4,35.2,,35,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Red clay,30,20,0,N,154,56,0,W,-154.93,30.33,North of Hawaiian Islands,77,Eastern Central Pacific Ocean,,USA,21/07/1875,Dredge,2950,1.78,35.20,2950,1.02771,23.33,74.00,1.02434,,,70,,,65,,,60,,,55.6,,,53.2,,,51.2,,,49.5,,,48,46.5,45.2,43.8,42.8,39.7,38.2,37.3,36.7,36.3,36.1,35.9,35.8,35.7,35.5,,35.4,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Red clay,27,33,0,N,154,55,0,W,-154.92,27.55,North of Hawaiian Islands,77,Eastern Central Pacific Ocean,,USA,23/07/1875,,2875,1.61,34.90,2875,1.02788,24.72,76.50,,,,71.3,,,65,,,60,,,56.5,,,53.8,,,51.8,,,50.2,,,48.8,47.4,46.2,45.2,44.2,41.3,39.5,38.3,37.3,36.7,36.3,36,35.8,35.6,35.4,,35.2,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Red clay,26,11,0,N,155,12,0,W,-155.20,26.18,North of Hawaiian Islands,77,Eastern Central Pacific Ocean,,USA,24/07/1875,,2775,1.78,35.20,2775,1.02731,25.00,77.00,,,,72.6,,,66.6,,,62.5,,,58.8,,,55.3,,,52.5,,,49.8,,,47.6,45.9,44.5,43.4,42.6,40.4,39,38.3,37.6,37,36.5,36.1,35.8,35.6,35.4,,35.2,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Red clay,23,3,0,N,156,6,0,W,-156.10,23.05,North of Hawaiian Islands,77,Eastern Central Pacific Ocean,,USA,26/07/1875,,2225,1.61,34.90,2225,1.02784,25.00,77.00,1.02326,,,75.6,,,72.7,,,69.5,,,64.5,,,59.2,,,55,,,51.5,,,48.8,46.5,45,43.8,42.9,40.5,39.3,38.6,37.9,37.4,36.9,36.5,36.2,35.9,35.6,,35.3,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Volcanic mud,21,11,0,N,157,27,0,W,-157.45,21.18,"South-east of Oahu I., Hawaiian Islands",77,Eastern Central Pacific Ocean,,USA,27/07/1875,Trawl,310,6.67,44.00,310,1.02699,24.89,76.80,,76.8,76.4,,76,75.3,73.9,71.5,68.2,,63.7,60.4,57.8,55.8,54.3,,53,51.8,50.5,49.4,48.3,,47.6,46.9,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Volcanic mud,20,18,0,N,157,14,0,W,-157.23,20.30,East of Hawaii Island,77,Eastern Central Pacific Ocean,,USA,12/08/1875,,2050,1.78,35.20,2050,1.02783,25.83,78.50,1.02314,75.6,75.3,,74.9,73.1,70.9,68.3,66,,63.7,61.4,59,56.9,55,,53,51.3,50,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Volcanic mud,19,12,0,N,154,14,0,W,-154.23,19.20,South of Hawaii Island,77,Eastern Central Pacific Ocean,,USA,20/08/1875,,2875,1.78,35.20,2875,1.02775,25.28,77.50,1.02329,77.7,77.2,,77,76.3,75,73,70.5,,67.5,64.3,61.5,59,56.5,,54.2,52.2,50.3,49,48,,47.2,46.7,46.2,,,,44.1,42.9,41.3,39.9,38.5,37.5,36.5,35.9,35.4,35.2,35.2,,35.2,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Volcanic mud,17,33,0,N,153,36,0,W,-153.60,17.55,South of Hawaii Island,77,Eastern Central Pacific Ocean,,USA,21/08/1875,Trawl,2650,1.72,35.10,2650,1.0275,25.28,77.50,1.02336,77.5,77.2,,76.9,76,73.5,69.3,65.5,,62.2,59.5,57.2,55.5,53.8,,52.5,51.1,49.9,48.9,48,,47.3,47,46.7,,,,43.7,41.3,39.5,38.7,38.2,37.8,37.4,37,36.6,36.3,36,,35.7,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Red clay,14,19,0,N,152,37,0,W,-152.62,14.32,Off south of Hawaiian Islands,77,Eastern Central Pacific Ocean,,USA,23/08/1875,Trawl,3000,1.78,35.20,3000,1.028,25.28,77.50,1.02315,77.5,77.4,,77.2,76.8,73.9,67.7,63,,59.1,56,54.1,53,52,,51.3,50.5,49.8,49.3,48.9,,48.5,48,47.6,,,,44.5,42.4,40.6,39.5,38.7,38,37.4,36.9,36.6,36.3,35.9,,35.5,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Radiolarian ooze,12,42,0,N,152,1,0,W,-152.02,12.70,Off South of Hawaiian Islands,77,Eastern Central Pacific Ocean,,USA,25/08/1875,Dredge,2900,1.67,35.00,2900,1.0257,26.22,79.20,1.0228,78.6,77.8,,75.8,72.6,69.2,65.6,62,,58.3,55.2,53.3,52.3,51.7,,51.1,50.6,50.1,49.8,49.5,,49.1,48.8,48.5,,,,45.4,43.3,41.5,40.1,39,38.1,37.4,37,36.6,36.3,36,,35.7,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Radiolarian ooze,11,7,0,N,152,3,0,W,-152.05,11.12,Off south of Hawaiian Islands,77,Eastern Central Pacific Ocean,,USA,26/08/1875,,2750,1.72,35.10,2750,1.0285,26.67,80.00,,79.5,78,,75.3,70.3,64.7,58.6,56.2,,54.3,53,52.2,51.6,51.3,,51,50.6,50.2,49.8,49.4,,49,48.6,48.2,,,,44.6,42,40.2,38.9,37.9,37.3,36.9,36.5,36.2,35.9,35.6,,35.3,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Radiolarian ooze,9,28,0,N,150,49,0,W,-150.82,9.47,Off south of Hawaiian Islands,77,Eastern Central Pacific Ocean,,USA,28/08/1875,,2700,1.67,35.00,2700,1.02778,26.67,80.00,1.02191,77,73.5,,68.4,61.3,56,53.6,52.3,,51.7,51.4,51,50.7,50.3,,50,49.7,49.4,49.1,48.8,,48.4,48.1,47.8,,,,45,42.5,40.8,39.5,38.5,37.8,37.1,36.6,36.1,35.7,35.4,,35.2,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Radiolarian ooze,7,35,0,N,149,49,0,W,-149.82,7.58,"Off North-east of Christmas Island, Line Islands",77,Eastern Central Pacific Ocean,,Kiribati,30/08/1875,,2900,1.56,34.80,2900,1.02776,27.22,81.00,1.02255,79.3,79.3,,79.3,78.2,74,63.4,56.2,,52.6,51,50.3,50,49.8,,49.6,49.4,49.2,49,48.8,,48.6,48.4,48.2,,,,45.8,43.2,41.1,40,39.2,38.7,38.2,37.7,37.2,36.7,36.3,,35.8,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Radiolarian ooze,5,54,0,N,147,2,0,W,-147.03,5.90,"Off north-east of Christmas Island, Line Islands",77,Eastern Central Pacific Ocean,,Kiribati,02/09/1875,Dredge,2550,1.78,35.20,2550,1.92777,27.33,81.20,1.02273,80.4,78,,77.8,77.8,77.8,77.6,77,,73.1,66,59.5,55.4,52.5,,51.1,50.3,49.7,49.4,49.2,,49,48.8,48.5,,,,46,43.7,41.4,39.9,38.6,37.5,36.7,36,35.5,35.3,35.2,,35.2,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Globigerina ooze,2,34,0,N,149,9,0,W,-149.15,2.57,"Off east of Christmas Island, Line Islands",77,Eastern Central Pacific Ocean,,Kiribati,04/09/1875,,2925,1.44,34.60,2925,1.02786,26.39,79.50,1.02328,78.7,77.7,,77,76.2,75.5,75.3,75.3,,72.8,67.3,62.8,59.1,56.5,,55,54.2,53.5,53.2,52.9,,52.6,52.3,52,,,,48.3,45,42.7,40.6,39.5,38.7,38,37.7,37.3,37,36.7,,36.3,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Globigerina ooze,0,33,0,S,151,34,0,W,-151.57,-0.55,"Off East of Christmas Island, Line Islands",77,Eastern Central Pacific Ocean,,Kiribati,06/09/1875,Trawl,2425,1.67,35.00,2425,1.02793,25.94,78.70,1.02383,77,76.2,,76.2,76.2,76.2,76.2,74.5,,68.8,63.2,59.4,57,56,,55.3,54.7,54.1,53.4,52.8,,52.2,51.6,51,,,,46.5,42.9,40.7,39.5,38.7,38.2,37.7,37.2,36.7,36.3,36.1,,35.9,,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Radiolarian ooze,3,48,0,S,152,56,0,W,-152.93,-3.80,"East of Molden Island, Line Islands",77,Eastern Central Pacific Ocean,,Kiribati,08/09/1875,Trawl,2600,1.72,35.10,2600,1.02848,26.11,79.00,1.02366,78.8,78.5,,78.2,78.2,78.1,77.5,75.4,,71.9,67.3,63.6,60.4,57.5,,55.4,54,52.9,52,51.2,,50.5,49.8,49.2,,,,44.7,42.2,40.4,39.2,38.2,37.3,36.8,36.4,36,35.7,35.5,,35.3,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
